model,framework,training_id,model_full,direction,batch_size,round,converter,original_size,converted_size,original_infererence_time,converted_infererence_time,conversion_time,saving_converted_time,overral_time,avg_abs_error,median_abs_error,min_abs_error,max_abs_error,avg_rel_error,median_rel_error,min_rel_error,max_rel_error
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,onnx-keras2,5,7,onnx2keras,89756056,44817208,0.06609225273132324,0.34305715560913086,0.4856882095336914,0.18317270278930664,2.0024492740631104,5.503205e-08,4.598405e-09,2.046363e-12,5.9604645e-07,5.211652e-06,3.5954547e-06,1.2235267e-07,2.212746e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,kera-onnx,5,8,onnxruntime,89756056,44688726,0.06631064414978027,0.04115104675292969,10.077399492263794,,10.356914281845093,2.8779063e-08,3.812602e-09,0.0,3.5762787e-07,4.662949e-06,3.566323e-06,0.0,1.528694e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,keras-keras2,5,8,onnx2keras,89756056,44817208,0.06631064414978027,0.3366520404815674,0.4857800006866455,0.18084335327148438,2.023404836654663,3.919464e-08,5.326001e-09,0.0,4.7683716e-07,6.9164635e-06,5.4859775e-06,0.0,2.5695335e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,onnx-keras2,5,8,onnx2keras,89756056,44817208,0.06631064414978027,0.3366520404815674,0.4857800006866455,0.18084335327148438,2.023404836654663,3.7296534e-08,1.4551915e-09,0.0,4.7683716e-07,5.163768e-06,3.7939753e-06,0.0,1.6715623e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,kera-onnx,5,9,onnxruntime,89756056,44688726,0.06962084770202637,0.041072845458984375,10.282758235931396,,10.560856819152832,3.3427195e-08,8.1490725e-09,0.0,2.9802322e-07,5.2018704e-06,3.5065495e-06,0.0,2.591414e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,keras-keras2,5,9,onnx2keras,89756056,44817208,0.06962084770202637,0.33583807945251465,0.4925537109375,0.1803901195526123,1.997898817062378,2.2853142e-08,5.2045834e-10,0.0,2.3841858e-07,4.6521955e-06,3.727073e-06,0.0,1.9843486e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,onnx-keras2,5,9,onnx2keras,89756056,44817208,0.06962084770202637,0.33583807945251465,0.4925537109375,0.1803901195526123,1.997898817062378,4.618692e-08,3.7252903e-09,0.0,5.364418e-07,6.4153683e-06,4.069978e-06,0.0,2.7051698e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,kera-onnx,10,0,onnxruntime,89756056,44688726,0.13595294952392578,0.08253669738769531,9.9662344455719,,10.341747522354126,5.8842097e-08,7.246854e-09,0.0,5.3830445e-07,8.693785e-06,7.047329e-06,0.0,4.0644965e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,keras-keras2,10,0,onnx2keras,89756056,44817208,0.13595294952392578,0.4265000820159912,0.4846608638763428,0.18119359016418457,2.185776710510254,7.0012405e-08,1.4901161e-08,0.0,7.8510493e-07,1.142762e-05,9.778024e-06,0.0,5.9280876e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,onnx-keras2,10,0,onnx2keras,89756056,44817208,0.13595294952392578,0.4265000820159912,0.4846608638763428,0.18119359016418457,2.185776710510254,3.8938673e-08,7.683411e-09,0.0,3.5762787e-07,6.551816e-06,5.2133228e-06,0.0,2.4551651e-05
